,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
122,122,333,338,50,0.5289592622315106,0.0035046658093476108,0.5456799461904126,0.0024503221692878693,939.9668333333314,49.99550781198635,0.08
123,123,334,339,51,0.5261355120260454,0.0035046658093476108,0.5420382872426437,0.0024503221692878693,1014.9243333333316,49.99550781198635,0.08
124,124,335,340,52,0.5277886494761468,0.0035046658093476108,0.5394778024128255,0.0024503221692878693,1089.881833333332,49.99550781198635,0.08
125,125,336,341,53,0.5267984931106849,0.0035046658093476108,0.545434904213952,0.0024503221692878693,1164.8393333333324,49.99550781198635,0.08
126,126,337,342,54,0.5265601729870645,0.0035046658093476108,0.5437784929239033,0.0024503221692878693,1239.796833333331,49.99550781198635,0.08
127,127,338,343,55,0.523405520684029,0.0035046658093476108,0.5496481767925772,0.0024503221692878693,1314.7543333333315,49.99550781198635,0.08
128,128,339,344,56,0.5224392944050542,0.0035046658093476108,0.5420681814578865,0.0024503221692878693,1389.711833333332,49.99550781198635,0.08
129,129,340,345,57,0.5240841936286602,0.0035046658093476108,0.5512497820213472,0.0024503221692878693,1464.6693333333326,49.99550781198635,0.08
130,130,341,346,58,0.5216935387589595,0.0035046658093476108,0.5446458781086021,0.0024503221692878693,1539.626833333331,49.99550781198635,0.08
131,131,342,347,59,0.5296242047986492,0.0035046658093476108,0.5545041749989242,0.0024503221692878693,1614.5843333333316,49.99550781198635,0.08
132,132,343,348,60,0.5282896121063746,0.0035046658093476108,0.5457447169901055,0.0024503221692878693,1689.5418333333319,49.99550781198635,0.08
133,133,344,349,61,0.5266859040152462,0.0035046658093476108,0.551996684459764,0.0024503221692878693,1764.4993333333325,49.99550781198635,0.08
134,134,345,350,62,0.5265631152108129,0.0035046658093476108,0.5466786847451178,0.0024503221692878693,1839.456833333331,49.99550781198635,0.08
135,135,346,351,63,0.5248315184607539,0.0035046658093476108,0.544891825970373,0.0024503221692878693,1914.4143333333318,49.99550781198635,0.08
136,136,347,352,64,0.5248323030537536,0.0035046658093476108,0.5469563385927525,0.0024503221692878693,1989.371833333332,49.99550781198635,0.08
137,137,348,353,65,0.5242163975490883,0.0035046658093476108,0.5562230923753898,0.0024503221692878693,2064.3293333333318,49.99550781198635,0.08
138,138,349,354,66,0.5251233870565954,0.0035046658093476108,0.5463349012698248,0.0024503221692878693,2139.2868333333327,49.99550781198635,0.08
139,139,350,355,67,0.5274214599523463,0.0035046658093476108,0.5508289982946709,0.0024503221692878693,2214.2443333333317,49.99550781198635,0.08
