,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
138,138,138,138,0.437752852521,0.00943492755493,0.444302135058,0.00418833317511,170.8543,10.0,0.3,0.447785197768
139,139,139,139,0.450572344588,0.00943492755493,0.454748173655,0.00418833317511,177.8895,10.0,0.3,0.448059146561
140,140,140,140,0.440726448538,0.00943492755493,0.458079102025,0.00418833317511,184.9246,10.0,0.3,0.448382438288
141,141,141,141,0.443207803026,0.00943492755493,0.448824368717,0.00418833317511,191.9598,10.0,0.3,0.448739032838
142,142,142,142,0.440342399411,0.00943492755493,0.441557164071,0.00418833317511,198.995,10.0,0.3,0.449088362274
143,143,143,143,0.444639294086,0.00943492755493,0.445438702515,0.00418833317511,206.0302,10.0,0.3,0.449386518703
144,144,144,144,0.440962205304,0.00943492755493,0.442616573404,0.00418833317511,213.0653,10.0,0.3,0.449605936073
145,145,145,145,0.442828596889,0.00943492755493,0.440684994482,0.00418833317511,220.1005,10.0,0.3,0.449745979948
146,146,146,146,0.445175994266,0.00943492755493,0.45325712319,0.00418833317511,227.1357,10.0,0.3,0.449831130049
147,147,147,147,0.43932391856,0.00943492755493,0.438846328485,0.00418833317511,234.1709,10.0,0.3,0.4498990743
148,148,148,148,0.444553088859,0.00943492755493,0.441051596567,0.00418833317511,241.206,10.0,0.3,0.449984467767
149,149,149,149,0.441668507003,0.00943492755493,0.447069122369,0.00418833317511,248.2412,10.0,0.3,0.4501055213
150,150,150,150,0.442017105442,0.00943492755493,0.458383694832,0.00418833317511,255.2764,10.0,0.3,0.450258799302
151,151,151,151,0.450688479495,0.00943492755493,0.454276135598,0.00418833317511,262.3116,10.0,0.3,0.450423349758
152,152,152,152,0.456186629473,0.00943492755493,0.459168405081,0.00418833317511,269.3467,10.0,0.3,0.450571734603
153,153,153,153,0.447861722942,0.00943492755493,0.443890490402,0.00418833317511,276.3819,10.0,0.3,0.450682707905
154,154,154,154,0.444154220182,0.00943492755493,0.438047479313,0.00418833317511,283.4171,10.0,0.3,0.450749885893
155,155,155,155,0.454473663819,0.00943492755493,0.451844846726,0.00418833317511,290.4523,10.0,0.3,0.450783438232
156,156,156,156,0.453853083048,0.00943492755493,0.451164562526,0.00418833317511,297.4874,10.0,0.3,0.45080449844
157,157,157,157,0.458020669882,0.00943492755493,0.440953028073,0.00418833317511,304.5226,10.0,0.3,0.450835334556
158,158,158,158,0.451314774995,0.00943492755493,0.451433404055,0.00418833317511,311.5578,10.0,0.3,0.450889982029
159,159,159,159,0.431830844036,0.00943492755493,0.427567911269,0.00418833317511,318.593,10.0,0.3,0.450969061638
160,160,160,160,0.453064837954,0.00943492755493,0.456129748456,0.00418833317511,325.6281,10.0,0.3,0.451060810251
161,161,161,161,0.436549660022,0.00943492755493,0.445123808493,0.00418833317511,332.6633,10.0,0.3,0.451147378085
162,162,162,162,0.451598477364,0.00943492755493,0.44623371398,0.00418833317511,339.6985,10.0,0.3,0.451213119751
163,163,163,163,0.45902094109,0.00943492755493,0.44447139817,0.00418833317511,346.7337,10.0,0.3,0.451251361413
164,164,164,164,0.45034782356,0.00943492755493,0.437529590747,0.00418833317511,353.7688,10.0,0.3,0.451266708807
165,165,165,165,0.4485686058,0.00943492755493,0.450430954385,0.00418833317511,360.804,10.0,0.3,0.451272250573
166,166,166,166,0.438590108677,0.00943492755493,0.439436931514,0.00418833317511,367.8392,10.0,0.3,0.451283339293
